课程：python, 学号：201811113004, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811123002, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811123029, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123022, 时间：2019-04-29T16:15:32.893728
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113035M, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123007, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113020, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123008, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113022, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811113031, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811123006, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811113017, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811113001, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.893728
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.893728
课程：python, 学号：201811123026, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113017, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113006, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201811123001, 时间：2019-04-29T16:15:32.890730
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.893728
课程：python, 学号：201811113026, 时间：2019-04-29T16:15:32.892729
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.891731
课程：python, 学号：201811123028, 时间：2019-04-29T16:15:32.890730
